ProductModelName,ProductCategory,ProductPrice,RetailerName,RetailerZip,RetailerCity,RetailerState,ProductOnSale,ManufacturerName,ManufacturerRebate,UserID,UserAge,UserGender,UserOccupation,ReviewRating,ReviewDate,ReviewText
Samsung TV 60 LED,TV,1200,Target,60616,Chicago,IL,No,Samsung,No,zdzzu26,45,Male,Programmer,4,6/25/2014,Great tv for the price easy to set up and easy to use .
LG 65,TV,849,hhgregg,94158,San Francisco,CA,Yes,LG,Yes,ugbwo30,59,Male,Unknown,4,8/17/2014,Nice TV for the price. Wish it had optical outputs to connect my sound bar.
Samsung Tab 4,Tablet,349,Walmart,90033,Los Angeles,CA,No,Samsung,No,chahv69,57,Male,Unknown,5,2/1/2013,Love everything about this tablet. Does exactly what I need it to do.
iPad Air,Tablet,425,Frys,60616,Chicago,IL,Yes,Apple,No,rhucg9,58,Female,Accountant,1,12/5/2014, it didn't work with my bluetooth headset
HP PAVALION  15.6,Laptop,298,Walmart,2110,Boston,MA,Yes,HP,Yes,mbrjl29,36,Male,Manager,3,12/14/2014,I needed a basic laptop for school. Speed is good. Graphics are good as well. Happy with my purchase.
LG 65,TV,849,Bestbuy,90012,Los Angeles,CA,Yes,LG,Yes,khacw32,38,Female,Secretary,4,3/24/2014,This Tv is great for the price point.
Samsung TV 60 LED,TV,1200,Walmart,2108,Boston,MA,No,Samsung,No,aonwq8,47,Female,Secretary,4,8/18/2014, Watching 3D movies with the Samsung 3D glasses is fun. My only disappointment is with my understand the feature (quad screen) . I thought I would be able to watch multiple football games at once
HP PAVALION  15.6,Laptop,376,Frys,90012,Los Angeles,CA,No,HP,No,sfqas86,35,Male,Manager,4,12/20/2014, best item from Bestbuy
HP PAVALION  15.6,Laptop,298,hhgregg,60585,Naperville,IL,Yes,HP,Yes,qijrd91,25,Male,Programmer,4,12/10/2014, This is my first touch screen
HP PAVALION  15.6,Laptop,319,hhgregg,90033,Los Angeles,CA,No,HP,No,diejc61,56,Male,Programmer,1,11/29/2014,battery lasts for less than 2 hours.
Samsung Tab 4,Tablet,299,hhgregg,44114,Cleveland,OH,Yes,Samsung,No,znouy82,19,Male,Unknown,5,12/20/2014,This is a great tablet. The colors are very vivid. The speed is very fast. It is very light weight for its size. It is also thin enough I carried it in my purse when on a plane.
LG 65,TV,999,Frys,33129,Miami,FL,No,LG,No,dwlfn92,38,Female,Programmer,4,5/12/2014, For $699 (after price match)
Surface 3,Tablet,925,Frys,33129,Miami,FL,No,Microsoft,No,sxyax25,32,Male,Student,3,11/21/2013,I purchased the 3 with larger processer. 
Samsung TV 60 LED,TV,1100,Frys,60616,Chicago,IL,Yes,Samsung,No,haqqj2,27,Female,Secretary,5,7/19/2014, Clear picture
LG 65,TV,2250,Frys,60603,Chicago,IL,No,LG,No,cktpt67,28,Male,Accountant,5,5/25/2014,The picture quality is amazing.
Galaxy S4,Smart Phone,390,Frys,90012,Los Angeles,CA,Yes,Samsung,No,vfzlu42,22,Female,Student,4,9/19/2013,love the phone. It is easy to use and big enough to see when using it. The sound is great and with hearing problems that's a big plus.
iPad Air,Tablet,299,Target,90012,Los Angeles,CA,Yes,Apple,Yes,woonl29,54,Male,Secretary,3,5/12/2014,Apple doesn't tell you that the Ios takes up almost 5 gb. So if you actually need 16gb you need to get the 32 gb unit.
Samsung Tab 4,Tablet,299,hhgregg,2110,Boston,MA,Yes,Samsung,No,lnyvq5,41,Female,Manager,4,12/20/2014, Love my tablet
Galaxy S4,Smart Phone,390,hhgregg,30303,Atlanta,GA,Yes,Samsung,No,mzucn76,51,Male,Accountant,5,8/18/2014,This is an awesome phone. I went from the galaxy note to this and I love it.
LG 65,TV,2250,hhgregg,90033,Los Angeles,CA,No,LG,No,mvedk89,46,Female,Student,2,5/25/2014,yello collor is green.
Samsung TV 65 Curved,TV,2099,hhgregg,60603,Chicago,IL,Yes,Samsung,No,jvdge82,26,Female,Manager,5,11/10/2014,The clarity is indescribable
Galaxy S4,Smart Phone,402,Walmart,60585,Naperville,IL,No,Samsung,No,okuwq59,27,Male,Unknown,4,7/9/2014,I am realy blown away by this device. 
Samsung Tab 4,Tablet,299,Target,94158,San Francisco,CA,Yes,Samsung,No,ojrbe17,39,Female,Student,5,2/15/2015,I bought this one for me and i love it! That's why this is the second one I bought as a gift for my aunt.
Samsung Tab 4,Tablet,349,hhgregg,90033,Los Angeles,CA,No,Samsung,No,kemja77,40,Female,Secretary,5,7/16/2014, fast
iPhone 6,Smart Phone,589,hhgregg,33130,Miami,FL,No,Apple,No,vdbrx65,32,Male,Secretary,5,9/24/2014,Great product for all ages I would recommend for young to older
iPhone 6,Smart Phone,589,Bestbuy,60616,Chicago,IL,No,Apple,No,gbjmp88,51,Male,Unknown,4,4/1/2015, I love the speed of the '6
iPad Air,Tablet,299,Frys,94102,San Francisco,CA,Yes,Apple,Yes,nxxvi88,21,Female,Secretary,4,7/19/2014, It's an Apple tablet
Galaxy S4,Smart Phone,269,Bestbuy,30134,Atlanta,GA,Yes,Samsung,Yes,linar57,21,Male,Unknown,5,7/1/2014,This Sansung replaced an iphone 4 that was pretty good.
HP PAVALION  15.6,Laptop,299,Walmart,33129,Miami,FL,Yes,HP,No,sjjoa88,57,Male,Student,5,11/29/2014,I was able to move from one program to another relativity with ease. The Intel core i3 is fast in moving from one program to another. Startup is quick.
iPhone 6,Smart Phone,399,hhgregg,2110,Boston,MA,No,Apple,No,shrqt58,52,Male,Student,4,12/14/2014,All the pros of an iphone - great storage and speed.
HP PAVALION  15.6,Laptop,319,Walmart,90012,Los Angeles,CA,No,HP,No,lehdh18,41,Female,Student,1,8/18/2014,over heats after 2 hours of usage
iPad Air,Tablet,425,Target,94102,San Francisco,CA,Yes,Apple,No,ihodw63,31,Female,Secretary,5,11/29/2014,My very first iPad and I am very pleased. I purchased an open box product and I wouldn't have been to tell the difference if I brought it brand new
LG 65,TV,849,Bestbuy,90033,Los Angeles,CA,Yes,LG,Yes,dcxmd24,48,Male,Manager,4,7/23/2014,Overall a pretty good tv especially for the price. 
LG 65,TV,849,Bestbuy,33129,Miami,FL,Yes,LG,Yes,hryld37,21,Male,Secretary,4,4/29/2014,The Intelligent sensor adjusts the screen to the light in the room.
Samsung TV 60 LED,TV,1100,Target,60603,Chicago,IL,Yes,Samsung,No,jvuun2,27,Male,Unknown,1,12/5/2014,This tv is very hard to operate - the remote control is terrible and hard to use
Galaxy S4,Smart Phone,402,Target,33130,Miami,FL,No,Samsung,No,wxttl78,51,Female,Programmer,4,10/14/2014,was a iphone user but now will not go back it is easy to use easier than iphone
LG 65,TV,999,hhgregg,2110,Boston,MA,No,LG,No,cnjho10,51,Male,Unknown,4,3/13/2014,This TV has a very good picture but the sound could be better.
LG 65,TV,999,Walmart,2110,Boston,MA,No,LG,No,iqtpr88,53,Male,Programmer,3,12/5/2014,It will Not play video files off the usb
iPad Air,Tablet,499,Bestbuy,33130,Miami,FL,No,Apple,No,lxlee38,18,Male,Manager,4,10/28/2014, Is as expected 
Surface 3,Tablet,925,hhgregg,60603,Chicago,IL,No,Microsoft,No,zpbpg32,57,Male,Programmer,5,8/21/2014,I couldn't be happier with this purchase.
Samsung Tab 4,Tablet,299,Bestbuy,2108,Boston,MA,Yes,Samsung,No,wfbwi56,42,Male,Student,3,8/22/2014, Solid entry level tablet. Can browse the web and be used for email. Plays videos and music
HP PAVALION  15.6,Laptop,299,Frys,44114,Cleveland,OH,Yes,HP,No,usmpm8,18,Male,Student,5,7/23/2014,easy to use with touch screen good size screen with great pictures that are really clear and sharp
iPad Air,Tablet,499,hhgregg,90012,Los Angeles,CA,No,Apple,No,tkoih20,54,Female,Unknown,5,4/1/2015,This is a nice gadget as a gift for seniors. Very intuitive to learn.
iPad Air,Tablet,499,Bestbuy,2108,Boston,MA,No,Apple,No,xsqhh73,59,Female,Manager,5,6/18/2014,It has been a great tool for post stroke use games and speech apps.
iPhone 6,Smart Phone,299,hhgregg,2110,Boston,MA,Yes,Apple,No,kbmnn41,53,Male,Programmer,5,4/19/2014,Seems to have better reception than the 5 series and longer battery life
LG 65,TV,849,Frys,90012,Los Angeles,CA,Yes,LG,Yes,mfhsp66,34,Male,Unknown,2,11/25/2014,Cheap price for the TV.
Galaxy S4,Smart Phone,399,Frys,60616,Chicago,IL,No,Samsung,No,qccvt62,57,Male,Accountant,5,8/10/2014, great phone
Dell Ispiron 15.6,Laptop,449,hhgregg,60585,Naperville,IL,Yes,Dell,No,bhztg44,48,Female,Unknown,5,11/25/2014, I purchased this laptop about a month ago and I have been very happy with it. It has a really nice
Galaxy S4,Smart Phone,399,Walmart,60603,Chicago,IL,No,Samsung,No,fojcl56,21,Male,Student,4,5/19/2014,Switched from iphone and am very happy with the decision.
Samsung TV 65 Curved,TV,1799,hhgregg,33130,Miami,FL,Yes,Samsung,Yes,lrswj34,41,Male,Programmer,4,6/25/2014,This set has a great picture.
HP PAVALION  15.6,Laptop,298,hhgregg,94158,San Francisco,CA,Yes,HP,Yes,taalq95,48,Female,Manager,5,8/18/2014,The touchpad takes some getting used to. The touchscreen is very responsive and pinch to zoom is extremely helpful.
iPad Air,Tablet,499,hhgregg,60616,Chicago,IL,No,Apple,No,xzjya90,32,Female,Student,5,5/12/2014, Got this iPad for my daughter
Surface 3,Tablet,925,Frys,94102,San Francisco,CA,No,Microsoft,No,arwjy67,55,Male,Secretary,5,12/10/2014,CPU overheats and dies after few hours of use
iPhone 6,Smart Phone,299,Frys,33129,Miami,FL,Yes,Apple,No,rrnyj78,41,Female,Manager,1,12/10/2014,CPU overheats and dies after few hours of use
LG 65,TV,999,hhgregg,94158,San Francisco,CA,No,LG,No,lbkur2,46,Male,Unknown,4,2/15/2015,This is a great television for the price.
Samsung Tab 4,Tablet,299,hhgregg,90012,Los Angeles,CA,Yes,Samsung,No,rlerz47,26,Female,Unknown,4,6/21/2014, Great tablet
Samsung TV 60 LED,TV,1100,Bestbuy,2110,Boston,MA,Yes,Samsung,No,dymrs75,30,Female,Unknown,5,5/15/2013,Great color and picture. This is the best way to watch any sports games you can think about. A week after I got the TV I got a small sound bar which mad a world of a difference when watching movies.
Samsung TV 60 LED,TV,1100,hhgregg,33130,Miami,FL,Yes,Samsung,No,eqvoc50,46,Male,Unknown,5,2/15/2015,Samsung products have always been good. The colors are good and the quality is always very good. I purchase a large number of LCD's and always try to purchase Samsung.
Samsung TV 65 Curved,TV,1900,Frys,2110,Boston,MA,No,Samsung,No,cindq63,30,Male,Student,5,12/10/2014,My husband has been in love with the curved TVs.
HP PAVALION  15.6,Laptop,376,Bestbuy,60603,Chicago,IL,No,HP,No,zucdj90,45,Male,Manager,3,12/5/2014, The computer works
Galaxy S4,Smart Phone,399,Walmart,2108,Boston,MA,No,Samsung,No,lbdkv82,22,Male,Accountant,4,9/24/2014,No Issue. All good.This phone has some of the best features which its competitors do not.
Samsung TV 60 LED,TV,1200,Frys,94102,San Francisco,CA,No,Samsung,No,kfepw9,39,Male,Unknown,4,8/21/2014, The picture quality is almost too good. Images sometimes look like a high tech video game. Close ups show every flaw
iPhone 6,Smart Phone,589,Walmart,90033,Los Angeles,CA,No,Apple,No,ujopu69,37,Female,Programmer,5,10/28/2014,Best phone ever owned. Doubted apple products till now!! Never go back to android
iPad Air,Tablet,299,Frys,2108,Boston,MA,Yes,Apple,Yes,xxhbn33,18,Male,Accountant,5,5/12/2014,Best full-sized tablet on the market
Galaxy S4,Smart Phone,390,Walmart,2110,Boston,MA,Yes,Samsung,No,nxyjy62,56,Male,Accountant,4,9/13/2013,I love my android. Had the AT&T smartphone first. Did not like it!!! I love Samsung. Love the larger size and very good HDscreen! Like selection of apps to get. LOVE IT??
Galaxy S4,Smart Phone,390,Walmart,33129,Miami,FL,Yes,Samsung,No,jmmnl16,50,Male,Accountant,5,8/21/2014, Loving my S4! It's fast and reliable. Use the power saving features
HP PAVALION  15.6,Laptop,376,Frys,94158,San Francisco,CA,No,HP,No,ebsaa18,48,Female,Accountant,5,12/1/2014, Just replaced my 6 year old laptop
Galaxy S4,Smart Phone,269,Walmart,2108,Boston,MA,Yes,Samsung,Yes,hvylj26,30,Male,Student,4,12/27/2014,got it for my son. I have the note 2 great phones!
Samsung TV 65 Curved,TV,2199,Target,90033,Los Angeles,CA,No,Samsung,No,osjqi73,38,Female,Secretary,5,12/5/2014,This TV is awesome.
Galaxy S4,Smart Phone,402,Bestbuy,2110,Boston,MA,No,Samsung,No,ikvgh8,51,Male,Student,4,3/13/2014, This is my first   smartphone  
Dell Ispiron 15.6,Laptop,349,Bestbuy,94102,San Francisco,CA,Yes,Dell,No,dzndv18,35,Male,Programmer,5,12/1/2014,Light and user friendly. It was very easy to navigate.
HP PAVALION  15.6,Laptop,298,Walmart,94158,San Francisco,CA,Yes,HP,Yes,wpiio56,38,Male,Unknown,3,5/25/2014,I love this laptop cos it does it everything I need
Dell Ispiron 15.6,Laptop,499,Walmart,94158,San Francisco,CA,No,Dell,No,sxxde89,28,Male,Accountant,3,2/15/2015,Frequently I am seeing performance is very very low.
HP PAVALION  15.6,Laptop,319,Walmart,60585,Naperville,IL,No,HP,No,sggwo78,21,Female,Unknown,5,7/21/2014,Loving this laptop so far. Simple yet efficient. Perfect
Samsung Tab 4,Tablet,349,Frys,94158,San Francisco,CA,No,Samsung,No,jzmby53,52,Female,Secretary,4,7/19/2014,Great for gaming. Reading. facebook all easily accesible
Surface 3,Tablet,969,Walmart,60585,Naperville,IL,No,Microsoft,No,yhcln46,22,Female,Accountant,4,12/27/2014,Microsoft surface is a gift I bought for people
HP PAVALION  15.6,Laptop,319,Bestbuy,60603,Chicago,IL,No,HP,No,pnsud33,57,Male,Unknown,5,2/26/2014,This product offers everything I need.
LG 65,TV,999,Walmart,2108,Boston,MA,No,LG,No,lrohs36,29,Female,Student,5,11/29/2014,I can't believe how cheap this was
HP PAVALION  15.6,Laptop,299,Frys,94102,San Francisco,CA,Yes,HP,No,msdoc39,34,Male,Secretary,5,4/1/2015,This computer does everything!!! Awesome hardware!
Surface 3,Tablet,925,Walmart,33130,Miami,FL,No,Microsoft,No,gveya68,49,Female,Unknown,5,4/2/2015,Simplified windows 8 to a user friendly experience. 
Samsung TV 60 LED,TV,1200,hhgregg,94158,San Francisco,CA,No,Samsung,No,olgvn13,44,Male,Manager,5,8/10/2013, Just the right sized screen for our family room and the picture is amazing
Dell Ispiron 15.6,Laptop,328,Frys,33130,Miami,FL,Yes,Dell,Yes,sfbfq21,22,Male,Student,4,6/21/2014, Light weight
Galaxy S4,Smart Phone,390,Bestbuy,94102,San Francisco,CA,Yes,Samsung,No,plgku38,21,Female,Secretary,5,8/18/2012,Awesome pictures camera takes the best pictures love the phone
Galaxy S4,Smart Phone,390,hhgregg,2108,Boston,MA,Yes,Samsung,No,cfzej61,59,Male,Programmer,4,2/15/2014,Son went from iPhone to galaxy. He likes the new options he has as well as the better graphics and memory storage.
iPhone 6,Smart Phone,589,Walmart,94158,San Francisco,CA,No,Apple,No,yvaqc26,47,Female,Unknown,4,6/25/2014,Good size
Samsung TV 60 LED,TV,1100,Bestbuy,2108,Boston,MA,Yes,Samsung,No,ivcnu40,47,Male,Accountant,5,3/24/2014, Clean lines
Dell Ispiron 15.6,Laptop,499,Frys,60603,Chicago,IL,No,Dell,No,vaiqd29,55,Male,Student,2,5/25/2014,Features did not work on the computer. Not worth the money.
Dell Ispiron 15.6,Laptop,499,hhgregg,94102,San Francisco,CA,No,Dell,No,jpiel83,31,Female,Programmer,4,9/20/2014, Overall
Samsung TV 60 LED,TV,1100,hhgregg,94158,San Francisco,CA,Yes,Samsung,No,tzyvn44,53,Male,Accountant,4,3/24/2014,The reason I am giving it a 4 is because of te price match that Bestbuy does... Or doesnt... So if you find it cheaper on this pre-approved list then great.
Samsung Tab 4,Tablet,299,Target,94102,San Francisco,CA,Yes,Samsung,No,uuzuu6,20,Male,Programmer,4,5/15/2013,So far the tablet haven't failed me... except for Bestbuy app latest version that is no longer compatible with it.
iPhone 6,Smart Phone,299,Bestbuy,94102,San Francisco,CA,Yes,Apple,No,xdecm34,56,Male,Secretary,5,5/23/2014,I like apple phones because they are well built. Easy to use
Samsung TV 65 Curved,TV,1899,hhgregg,94158,San Francisco,CA,Yes,Samsung,Yes,oxcua94,41,Female,Unknown,5,6/18/2013,Excellent picture quality. 
Surface 3,Tablet,969,Bestbuy,90012,Los Angeles,CA,No,Microsoft,No,xcutr85,36,Female,Unknown,5,12/5/2014,The best decision was to purchase this Surface Pro.
iPhone 6,Smart Phone,960,hhgregg,33129,Miami,FL,No,Apple,No,vfykl91,47,Male,Student,4,9/17/2014,Love the new screen size and camera. Really thin and durable
Dell Ispiron 15.6,Laptop,499,hhgregg,94102,San Francisco,CA,No,Dell,No,srese51,56,Male,Unknown,5,6/21/2014,Great battery life and very user friendly.
Samsung Tab 4,Tablet,349,Frys,90033,Los Angeles,CA,No,Samsung,No,ktoog86,23,Male,Manager,3,9/20/2014, I was expecting more.... I guess because I've been an apple customer Samsung doesn't do it for me
iPhone 6,Smart Phone,399,Bestbuy,44114,Cleveland,OH,No,Apple,No,qztiy31,48,Male,Programmer,3,5/12/2014, I like the size 
Samsung Tab 4,Tablet,299,Frys,60585,Naperville,IL,Yes,Samsung,No,vmici50,47,Female,Student,4,5/12/2014, Excellent choice to make if you're looking for a tablet. Great display
Surface 3,Tablet,925,Walmart,2110,Boston,MA,No,Microsoft,No,swvgj62,43,Male,Secretary,3,8/13/2014, I use the SP3 for business school and find that it is good for taking to class to record notes
Galaxy S4,Smart Phone,269,Frys,60603,Chicago,IL,Yes,Samsung,Yes,wraam42,31,Male,Secretary,4,10/10/2013, not a bad phone
HP PAVALION  15.6,Laptop,376,hhgregg,33130,Miami,FL,No,HP,No,gknwk96,32,Male,Student,5,10/21/2014,Well worth the money on this laptop.
LG 65,TV,849,Walmart,60603,Chicago,IL,Yes,LG,Yes,dcwvu15,36,Female,Secretary,1,6/10/2014,The colors are not that perfect. yello is green
HP PAVALION  15.6,Laptop,299,Frys,2108,Boston,MA,Yes,HP,No,jinmx17,21,Female,Student,3,2/15/2015,I think getting a computer with Windows 8 is a total waste of money and effort.
LG 65,TV,999,Walmart,94102,San Francisco,CA,No,LG,No,ekgfn17,58,Male,Unknown,4,7/16/2014,the sound bar was defective and after several trips back to Bestbuy and a call to the manufacturer I had to get another sound bar.
Samsung Tab 4,Tablet,299,Walmart,90012,Los Angeles,CA,Yes,Samsung,No,rxnfr42,36,Male,Student,3,5/12/2014,bought this for my husband so he can go on a tablet instead of his phone to watch videos. I do find its not as easy as his phone.
Galaxy S4,Smart Phone,402,Frys,90012,Los Angeles,CA,No,Samsung,No,pgdfi53,57,Male,Manager,4,12/14/2014,This was an easy transition from the iPhone. I like how I can access my work/school files and applications easily.
Surface 3,Tablet,925,hhgregg,44114,Cleveland,OH,No,Microsoft,No,tijlp17,52,Male,Accountant,5,6/10/2014,Makes my daughters taking it to and from school makes doing her homework she loves it so much
Samsung TV 60 LED,TV,1200,Bestbuy,94102,San Francisco,CA,No,Samsung,No,yvleh53,34,Male,Unknown,5,6/25/2014,What a wonderful TV. Love the picture and size. A great buy!
iPad Air,Tablet,299,Walmart,90012,Los Angeles,CA,Yes,Apple,Yes,lauba47,22,Female,Manager,4,3/24/2014,No issues so far. The product works fine and was received in a timely manner.
LG 65,TV,849,Frys,60603,Chicago,IL,Yes,LG,Yes,qbynk18,24,Male,Manager,4,7/19/2014,Nice tv and value. I could use a view more inputs but pic is great
LG 65,TV,999,Frys,94158,San Francisco,CA,No,LG,No,ulewb7,43,Male,Manager,5,4/1/2015,Great picture and motion. 
Surface 3,Tablet,925,hhgregg,2108,Boston,MA,No,Microsoft,No,xcyrd23,50,Male,Unknown,2,7/16/2014,While it has great features (as a laptop) the battery life is OMG-horrible!.
HP PAVALION  15.6,Laptop,376,Target,94158,San Francisco,CA,No,HP,No,fdaju61,19,Female,Programmer,5,5/25/2014,I am still learning but so far it is a good computer.
Samsung TV 65 Curved,TV,1799,Bestbuy,33129,Miami,FL,Yes,Samsung,Yes,bylkj35,40,Female,Accountant,3,5/12/2014,All I can say is the color is not what I expected.
